,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
19317,MIRT027115,hsa-miR-103a-3p,Homo sapiens,CDK17,5128.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19318,MIRT027116,hsa-miR-103a-3p,Homo sapiens,PRKAB2,5565.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19319,MIRT027117,hsa-miR-103a-3p,Homo sapiens,POLD3,10714.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19320,MIRT027117,hsa-miR-103a-3p,Homo sapiens,POLD3,10714.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
19321,MIRT027117,hsa-miR-103a-3p,Homo sapiens,POLD3,10714.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
19322,MIRT027117,hsa-miR-103a-3p,Homo sapiens,POLD3,10714.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
19323,MIRT027118,hsa-miR-103a-3p,Homo sapiens,KIAA1432,57589.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19324,MIRT027119,hsa-miR-103a-3p,Homo sapiens,ITGA2,3673.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19325,MIRT027119,hsa-miR-103a-3p,Homo sapiens,ITGA2,3673.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19326,MIRT027120,hsa-miR-103a-3p,Homo sapiens,SHOC2,8036.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19327,MIRT027121,hsa-miR-103a-3p,Homo sapiens,XPO7,23039.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19328,MIRT027122,hsa-miR-103a-3p,Homo sapiens,PHKA1,5255.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19329,MIRT027122,hsa-miR-103a-3p,Homo sapiens,PHKA1,5255.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
19330,MIRT027122,hsa-miR-103a-3p,Homo sapiens,PHKA1,5255.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
19331,MIRT027123,hsa-miR-103a-3p,Homo sapiens,KCNC4,3749.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19332,MIRT027124,hsa-miR-103a-3p,Homo sapiens,RUNX1T1,862.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19333,MIRT027124,hsa-miR-103a-3p,Homo sapiens,RUNX1T1,862.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19334,MIRT027125,hsa-miR-103a-3p,Homo sapiens,TNRC6B,23112.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),19536157
19335,MIRT027125,hsa-miR-103a-3p,Homo sapiens,TNRC6B,23112.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19336,MIRT027125,hsa-miR-103a-3p,Homo sapiens,TNRC6B,23112.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
19337,MIRT027126,hsa-miR-103a-3p,Homo sapiens,UBE2Q1,55585.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19338,MIRT027126,hsa-miR-103a-3p,Homo sapiens,UBE2Q1,55585.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
19339,MIRT027127,hsa-miR-103a-3p,Homo sapiens,HELZ,9931.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19340,MIRT027128,hsa-miR-103a-3p,Homo sapiens,PLSCR4,57088.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19341,MIRT027129,hsa-miR-103a-3p,Homo sapiens,PLAG1,5324.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19342,MIRT027130,hsa-miR-103a-3p,Homo sapiens,CPEB2,132864.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19343,MIRT027131,hsa-miR-103a-3p,Homo sapiens,NUP50,10762.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19344,MIRT027132,hsa-miR-103a-3p,Homo sapiens,WNT3A,89780.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19345,MIRT027133,hsa-miR-103a-3p,Homo sapiens,GGA3,23163.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19346,MIRT027134,hsa-miR-103a-3p,Homo sapiens,PAG1,55824.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19347,MIRT027134,hsa-miR-103a-3p,Homo sapiens,PAG1,55824.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19348,MIRT027135,hsa-miR-103a-3p,Homo sapiens,CCT3,7203.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19349,MIRT027136,hsa-miR-103a-3p,Homo sapiens,JAKMIP2,9832.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19350,MIRT027137,hsa-miR-103a-3p,Homo sapiens,AXIN2,8313.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19351,MIRT027137,hsa-miR-103a-3p,Homo sapiens,AXIN2,8313.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
19352,MIRT027137,hsa-miR-103a-3p,Homo sapiens,AXIN2,8313.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
19353,MIRT027138,hsa-miR-103a-3p,Homo sapiens,ASH1L,55870.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19354,MIRT027138,hsa-miR-103a-3p,Homo sapiens,ASH1L,55870.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19355,MIRT027139,hsa-miR-103a-3p,Homo sapiens,TLK1,9874.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19356,MIRT027140,hsa-miR-103a-3p,Homo sapiens,DESI1,27351.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19357,MIRT027141,hsa-miR-103a-3p,Homo sapiens,FGF2,2247.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19358,MIRT027142,hsa-miR-103a-3p,Homo sapiens,PAGR1,79447.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19359,MIRT027143,hsa-miR-103a-3p,Homo sapiens,DIEXF,27042.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19360,MIRT027144,hsa-miR-103a-3p,Homo sapiens,RAD51,5888.0,Homo sapiens,Luciferase reporter assay,Functional MTI,24088786
19361,MIRT027144,hsa-miR-103a-3p,Homo sapiens,RAD51,5888.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19362,MIRT027145,hsa-miR-103a-3p,Homo sapiens,IFNGR2,3460.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19363,MIRT027146,hsa-miR-103a-3p,Homo sapiens,HOXD13,3239.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19364,MIRT027147,hsa-miR-103a-3p,Homo sapiens,MAP4,4134.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19365,MIRT027148,hsa-miR-103a-3p,Homo sapiens,EXD2,55218.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19366,MIRT027149,hsa-miR-103a-3p,Homo sapiens,RAB23,51715.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19367,MIRT027150,hsa-miR-103a-3p,Homo sapiens,C10orf2,56652.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19368,MIRT027151,hsa-miR-103a-3p,Homo sapiens,GNB1,2782.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19369,MIRT027152,hsa-miR-103a-3p,Homo sapiens,SLC35A4,113829.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19370,MIRT027153,hsa-miR-103a-3p,Homo sapiens,FEM1C,56929.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19371,MIRT027154,hsa-miR-103a-3p,Homo sapiens,MED13,9969.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19372,MIRT027155,hsa-miR-103a-3p,Homo sapiens,SF3A1,10291.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19373,MIRT027156,hsa-miR-103a-3p,Homo sapiens,CD274,29126.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19374,MIRT027157,hsa-miR-103a-3p,Homo sapiens,CALU,813.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19375,MIRT027157,hsa-miR-103a-3p,Homo sapiens,CALU,813.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
19376,MIRT027158,hsa-miR-103a-3p,Homo sapiens,BCL2,596.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19377,MIRT027159,hsa-miR-103a-3p,Homo sapiens,OSBPL3,26031.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19378,MIRT027160,hsa-miR-103a-3p,Homo sapiens,MLLT6,4302.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19379,MIRT027161,hsa-miR-103a-3p,Homo sapiens,EPC1,80314.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19380,MIRT027162,hsa-miR-103a-3p,Homo sapiens,CAMSAP1,157922.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19381,MIRT027163,hsa-miR-103a-3p,Homo sapiens,GTPBP1,9567.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19382,MIRT027164,hsa-miR-103a-3p,Homo sapiens,CNNM2,54805.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19383,MIRT027164,hsa-miR-103a-3p,Homo sapiens,CNNM2,54805.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19384,MIRT027165,hsa-miR-103a-3p,Homo sapiens,CDADC1,81602.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19385,MIRT027166,hsa-miR-103a-3p,Homo sapiens,RSL1D1,26156.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19386,MIRT027166,hsa-miR-103a-3p,Homo sapiens,RSL1D1,26156.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19387,MIRT027167,hsa-miR-103a-3p,Homo sapiens,ALG2,85365.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19388,MIRT027168,hsa-miR-103a-3p,Homo sapiens,ARL8A,127829.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19389,MIRT027169,hsa-miR-103a-3p,Homo sapiens,SF3A3,10946.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19390,MIRT027170,hsa-miR-103a-3p,Homo sapiens,SOWAHC,65124.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19391,MIRT027170,hsa-miR-103a-3p,Homo sapiens,SOWAHC,65124.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
19392,MIRT027171,hsa-miR-103a-3p,Homo sapiens,CYP26B1,56603.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19393,MIRT027172,hsa-miR-103a-3p,Homo sapiens,PNPLA6,10908.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19394,MIRT027173,hsa-miR-103a-3p,Homo sapiens,GPR180,160897.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19395,MIRT027174,hsa-miR-103a-3p,Homo sapiens,CPSF7,79869.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19396,MIRT027175,hsa-miR-103a-3p,Homo sapiens,UBE2R2,54926.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19397,MIRT027176,hsa-miR-103a-3p,Homo sapiens,CKAP5,9793.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19398,MIRT027177,hsa-miR-103a-3p,Homo sapiens,ZFHX3,463.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19399,MIRT027178,hsa-miR-103a-3p,Homo sapiens,DNAJC9,23234.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19400,MIRT027179,hsa-miR-103a-3p,Homo sapiens,CAMKK2,10645.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19401,MIRT027180,hsa-miR-103a-3p,Homo sapiens,RNF144B,255488.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19402,MIRT027181,hsa-miR-103a-3p,Homo sapiens,EFNB2,1948.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19403,MIRT027182,hsa-miR-103a-3p,Homo sapiens,CA12,771.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19404,MIRT027183,hsa-miR-103a-3p,Homo sapiens,RFK,55312.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19405,MIRT027184,hsa-miR-103a-3p,Homo sapiens,FKBP1A,2280.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19406,MIRT027185,hsa-miR-103a-3p,Homo sapiens,TMEM43,79188.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19407,MIRT027186,hsa-miR-103a-3p,Homo sapiens,GNS,2799.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19408,MIRT027186,hsa-miR-103a-3p,Homo sapiens,GNS,2799.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19409,MIRT027186,hsa-miR-103a-3p,Homo sapiens,GNS,2799.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
19410,MIRT027187,hsa-miR-103a-3p,Homo sapiens,IPPK,64768.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19411,MIRT027188,hsa-miR-103a-3p,Homo sapiens,GOLT1B,51026.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19412,MIRT027189,hsa-miR-103a-3p,Homo sapiens,NUMB,8650.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19413,MIRT027189,hsa-miR-103a-3p,Homo sapiens,NUMB,8650.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19414,MIRT027190,hsa-miR-103a-3p,Homo sapiens,SPRED1,161742.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19415,MIRT027191,hsa-miR-103a-3p,Homo sapiens,TFAP2A,7020.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19416,MIRT027192,hsa-miR-103a-3p,Homo sapiens,PTPN3,5774.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19417,MIRT027193,hsa-miR-103a-3p,Homo sapiens,RNF217,154214.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19418,MIRT027194,hsa-miR-103a-3p,Homo sapiens,SETD1B,23067.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19419,MIRT027195,hsa-miR-103a-3p,Homo sapiens,HAUS3,79441.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19420,MIRT027196,hsa-miR-103a-3p,Homo sapiens,STK38,11329.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19421,MIRT027196,hsa-miR-103a-3p,Homo sapiens,STK38,11329.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19422,MIRT027196,hsa-miR-103a-3p,Homo sapiens,STK38,11329.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
19423,MIRT027196,hsa-miR-103a-3p,Homo sapiens,STK38,11329.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
19424,MIRT027196,hsa-miR-103a-3p,Homo sapiens,STK38,11329.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
19425,MIRT027197,hsa-miR-103a-3p,Homo sapiens,SLC9A6,10479.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19426,MIRT027198,hsa-miR-103a-3p,Homo sapiens,TMEM255A,55026.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19427,MIRT027199,hsa-miR-103a-3p,Homo sapiens,MYO5B,4645.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19428,MIRT027200,hsa-miR-103a-3p,Homo sapiens,EN2,2020.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19429,MIRT027200,hsa-miR-103a-3p,Homo sapiens,EN2,2020.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19430,MIRT027200,hsa-miR-103a-3p,Homo sapiens,EN2,2020.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
19431,MIRT027201,hsa-miR-103a-3p,Homo sapiens,SH3BP5,9467.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19432,MIRT027202,hsa-miR-103a-3p,Homo sapiens,STK33,65975.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19433,MIRT027203,hsa-miR-103a-3p,Homo sapiens,NAA15,80155.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19434,MIRT027204,hsa-miR-103a-3p,Homo sapiens,CDCA4,55038.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19435,MIRT027205,hsa-miR-103a-3p,Homo sapiens,MIB1,57534.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19436,MIRT027206,hsa-miR-103a-3p,Homo sapiens,PAQR3,152559.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19437,MIRT027207,hsa-miR-103a-3p,Homo sapiens,C2orf42,54980.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19438,MIRT027208,hsa-miR-103a-3p,Homo sapiens,C1orf21,81563.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19439,MIRT027209,hsa-miR-103a-3p,Homo sapiens,TBC1D12,23232.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19440,MIRT027210,hsa-miR-103a-3p,Homo sapiens,CCDC19,25790.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19441,MIRT027211,hsa-miR-103a-3p,Homo sapiens,USP15,9958.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19442,MIRT027212,hsa-miR-103a-3p,Homo sapiens,MTMR4,9110.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19443,MIRT027213,hsa-miR-103a-3p,Homo sapiens,E2F7,144455.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19444,MIRT027214,hsa-miR-103a-3p,Homo sapiens,CDC37L1,55664.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19445,MIRT027215,hsa-miR-103a-3p,Homo sapiens,LCOR,84458.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19446,MIRT027215,hsa-miR-103a-3p,Homo sapiens,LCOR,84458.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19447,MIRT027216,hsa-miR-103a-3p,Homo sapiens,UBFD1,56061.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19448,MIRT027217,hsa-miR-103a-3p,Homo sapiens,EXOC5,10640.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19449,MIRT027218,hsa-miR-103a-3p,Homo sapiens,TPD52,7163.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19450,MIRT027219,hsa-miR-103a-3p,Homo sapiens,IRF2BP2,359948.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19451,MIRT027220,hsa-miR-103a-3p,Homo sapiens,ZYX,7791.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19452,MIRT027221,hsa-miR-103a-3p,Homo sapiens,SPATS2L,26010.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19453,MIRT027222,hsa-miR-103a-3p,Homo sapiens,CAPZA2,830.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19454,MIRT027223,hsa-miR-103a-3p,Homo sapiens,C16orf72,29035.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19455,MIRT027223,hsa-miR-103a-3p,Homo sapiens,C16orf72,29035.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
19456,MIRT027223,hsa-miR-103a-3p,Homo sapiens,C16orf72,29035.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
19457,MIRT027223,hsa-miR-103a-3p,Homo sapiens,C16orf72,29035.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
19458,MIRT027224,hsa-miR-103a-3p,Homo sapiens,SYNJ1,8867.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19459,MIRT027225,hsa-miR-103a-3p,Homo sapiens,WEE1,7465.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19460,MIRT027226,hsa-miR-103a-3p,Homo sapiens,GCC1,79571.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19461,MIRT027226,hsa-miR-103a-3p,Homo sapiens,GCC1,79571.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
19462,MIRT027227,hsa-miR-103a-3p,Homo sapiens,PURA,5813.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19463,MIRT027228,hsa-miR-103a-3p,Homo sapiens,PHF19,26147.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19464,MIRT027229,hsa-miR-103a-3p,Homo sapiens,PDK4,5166.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19465,MIRT027230,hsa-miR-103a-3p,Homo sapiens,VPS4A,27183.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19466,MIRT027230,hsa-miR-103a-3p,Homo sapiens,VPS4A,27183.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19467,MIRT027230,hsa-miR-103a-3p,Homo sapiens,VPS4A,27183.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
19468,MIRT027230,hsa-miR-103a-3p,Homo sapiens,VPS4A,27183.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
19469,MIRT027231,hsa-miR-103a-3p,Homo sapiens,KIF5A,3798.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19470,MIRT027232,hsa-miR-103a-3p,Homo sapiens,FBXW7,55294.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19471,MIRT027233,hsa-miR-103a-3p,Homo sapiens,AGFG1,3267.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19472,MIRT027234,hsa-miR-103a-3p,Homo sapiens,CDK6,1021.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19473,MIRT027234,hsa-miR-103a-3p,Homo sapiens,CDK6,1021.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
19474,MIRT027235,hsa-miR-103a-3p,Homo sapiens,YWHAH,7533.0,Homo sapiens,Sequencing//PAR-CLIP,Functional MTI (Weak),20371350
19475,MIRT027236,hsa-miR-103a-3p,Homo sapiens,PPP6C,5537.0,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
19476,MIRT027236,hsa-miR-103a-3p,Homo sapiens,PPP6C,5537.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
26020,MIRT035764,hsa-miR-103a-2-5p,Homo sapiens,HOMER2,9455.0,Homo sapiens,CLASH,Functional MTI (Weak),23622248
26021,MIRT035765,hsa-miR-103a-2-5p,Homo sapiens,NAT9,26151.0,Homo sapiens,CLASH,Functional MTI (Weak),23622248
26022,MIRT035766,hsa-miR-103a-2-5p,Homo sapiens,IDH3B,3420.0,Homo sapiens,CLASH,Functional MTI (Weak),23622248
38936,MIRT048356,hsa-miR-103a-3p,Homo sapiens,TK1,7083.0,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
38937,MIRT048356,hsa-miR-103a-3p,Homo sapiens,TK1,7083.0,Homo sapiens,CLASH,Functional MTI (Weak),23622248
38938,MIRT048357,hsa-miR-103a-3p,Homo sapiens,RPN1,6184.0,Homo sapiens,CLASH,Functional MTI (Weak),23622248
38939,MIRT048358,hsa-miR-103a-3p,Homo sapiens,POMGNT1,55624.0,Homo sapiens,CLASH,Functional MTI (Weak),23622248
44998,MIRT054262,hsa-miR-103a-3p,Homo sapiens,MYB,4602.0,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25530421
45267,MIRT054599,hsa-miR-103a-3p,Homo sapiens,SNCG,6623.0,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24040069
45323,MIRT054667,hsa-miR-103a-3p,Homo sapiens,OPRM1,4988.0,Homo sapiens,qRT-PCR,Functional MTI (Weak),24302561
45956,MIRT055813,hsa-miR-103a-3p,Homo sapiens,PLEKHA1,59338.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
45957,MIRT055813,hsa-miR-103a-3p,Homo sapiens,PLEKHA1,59338.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
45958,MIRT055813,hsa-miR-103a-3p,Homo sapiens,PLEKHA1,59338.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
45959,MIRT055813,hsa-miR-103a-3p,Homo sapiens,PLEKHA1,59338.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
45960,MIRT055813,hsa-miR-103a-3p,Homo sapiens,PLEKHA1,59338.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
46593,MIRT057731,hsa-miR-103a-3p,Homo sapiens,ZDHHC16,84287.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
48493,MIRT065713,hsa-miR-103a-3p,Homo sapiens,TARBP2,6895.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
48494,MIRT065713,hsa-miR-103a-3p,Homo sapiens,TARBP2,6895.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
48759,MIRT066293,hsa-miR-103a-3p,Homo sapiens,MTFR1L,56181.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
49708,MIRT071208,hsa-miR-103a-3p,Homo sapiens,FCF1,51077.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
50168,MIRT072864,hsa-miR-103a-3p,Homo sapiens,ARIH1,25820.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
50169,MIRT072864,hsa-miR-103a-3p,Homo sapiens,ARIH1,25820.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
50687,MIRT075251,hsa-miR-103a-3p,Homo sapiens,SNTB2,6645.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
50688,MIRT075251,hsa-miR-103a-3p,Homo sapiens,SNTB2,6645.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
53869,MIRT086009,hsa-miR-103a-3p,Homo sapiens,UBR3,130507.0,Homo sapiens,PAR-CLIP//HITS-CLIP,Functional MTI (Weak),21572407
54763,MIRT089108,hsa-miR-103a-3p,Homo sapiens,B3GNT2,10678.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
54764,MIRT089108,hsa-miR-103a-3p,Homo sapiens,B3GNT2,10678.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
54792,MIRT089208,hsa-miR-103a-3p,Homo sapiens,ACTR2,10097.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
56024,MIRT093983,hsa-miR-103a-3p,Homo sapiens,SLAIN2,57606.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
59619,MIRT106636,hsa-miR-103a-3p,Homo sapiens,PLEKHF2,79666.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
59620,MIRT106636,hsa-miR-103a-3p,Homo sapiens,PLEKHF2,79666.0,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
